spp,size,family,fg,habitat,Included,,,
Pervagor_janthinosoma,13,Monacanthidae,Micro-invertivore,Reef,1,,,
Pervagor_marginalis,6.2,Monacanthidae,Micro-invertivore,Reef,1,,,
Pervagor_melanocephalus,16,Monacanthidae,Micro-invertivore,Reef,1,,,
Pervagor_sp,10,Monacanthidae,Micro-invertivore,Reef,1,,,
Pervagor_spilosoma,18,Monacanthidae,Micro-invertivore,Reef,1,,,
Phaeoptyx_xenus,7.5,Apogonidae,Planktivore,Reef,1,,,
Plagiotremus_ewaensis,10.2,Blenniidae,Micro-invertivore,Reef,1,,,
Plagiotremus_goslinei,6.3,Blenniidae,Micro-invertivore,Reef,1,,,
Plagiotremus_laudandus,8,Blenniidae,Micro-invertivore,Reef,1,,,
Plagiotremus_rhinorhynchos,12,Blenniidae,Micro-invertivore,Reef,1,,,
Plagiotremus_taepinosoma,14,Blenniidae,Micro-invertivore,Reef,1,,,
Plagiotremus_tapeinosoma,14,Blenniidae,Micro-invertivore,Reef,1,,,
Platax_batavianus,65,Ephippidae,NA,Pelagic,0,,,
Platax_orbicularis,60,Ephippidae,NA,Pelagic,0,,,
Platax_sp,60,Ephippidae,NA,Pelagic,0,,,
Platax_sp,60,Ephippidae,NA,Pelagic,0,,,
Platax_teira,70,Ephippidae,NA,Pelagic,0,,,
Platybelone_argalus,50,Belonidae,Piscivore,Pelagic,0,,,
Plectorhinchus_albovittatus,100,Haemulidae,Pisci-invertivore,Reef,1,,,
Plectorhinchus_chaetodonoides,72,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_flavomaculatus,60,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_gibbosus,75,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_orientalis,86,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_pictus,83,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_picus,84,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_schotaf,80,Haemulidae,Micro-invertivore,Reef,1,,,
Plectorhinchus_vittatus,72,Haemulidae,Micro-invertivore,Reef,1,,,
Plectroglyphidodon_dickii,11,Pomacentridae,Micro-invertivore,Reef,1,,,
Plectroglyphidodon_flaviventris,7,Pomacentridae,Micro-invertivore,Reef,1,,,
Plectroglyphidodon_imparipennis,6,Pomacentridae,Micro-invertivore,Reef,1,,,
Plectroglyphidodon_johnstonianus,14,Pomacentridae,Corallivore,Reef,1,,,
Plectroglyphidodon_lacrymatus,10,Pomacentridae,Grazer,Reef,1,,,
Plectroglyphidodon_leucozonus,12,Pomacentridae,Grazer,Reef,1,,,
Plectroglyphidodon_phoenixensis,9,Pomacentridae,Grazer,Reef,1,,,
Plectroglyphidodon_sindonis,10,Pomacentridae,Grazer,Reef,1,,,
Plectropomus_areolatus,80,Serranidae,Piscivore,Reef,1,,,
Plectropomus_laevis,125,Serranidae,Piscivore,Reef,1,,,
Plectropomus_leopardus,120,Serranidae,Piscivore,Reef,1,,,
Plectropomus_leopardus,120,Serranidae,Piscivore,Reef,1,,,
Plectropomus_maculatus,125,Serranidae,Piscivore,Reef,1,,,
Plectropomus_pessuliferus,120,Serranidae,Piscivore,Reef,1,,,
Plectropomus_punctatus,96,Serranidae,Piscivore,Reef,1,,,
Plectrypops_retrospinis,15,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Pogonoperca_punctata,35,Serranidae,Piscivore,Reef,1,,,
Pomacanthus_arcuatus,60,Pomacanthidae,Spongivore,Reef,1,,,
Pomacanthus_imperator,40,Pomacanthidae,Spongivore,Reef,1,,,
Pomacanthus_navarchus,28,Pomacanthidae,Spongivore,Reef,1,,,
Pomacanthus_paru,41.1,Pomacanthidae,Spongivore,Reef,1,,,
Pomacanthus_semicirculatus,40,Pomacanthidae,Spongivore,Reef,1,,,
Pomacanthus_sextriatus,46,Pomacanthidae,Spongivore,Reef,1,,,
Pomacentrus_adelus,8.5,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_amboinensis,9,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_bankanensis,9,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_brachialis,8,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_caeruleus,10,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_coelestis,9,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_indicus,11,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_lepidogenys,9,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_moluccensis,9,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_nagasakiensis,11,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_pavo,8.5,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_philippinus,10,Pomacentridae,Planktivore,Reef,1,,,
Pomacentrus_sp,10,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_sp,10,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_sp,11,Pomacentridae,Micro-invertivore,Reef,1,,,
Pomacentrus_sulfureus,11,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_trilineatus,10,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_vaiuli,10,Pomacentridae,Spongivore,Reef,1,,,
Pomacentrus_wardi,8,Pomacentridae,Grazer,Reef,1,,,
Pomachromis_guamensis,4.5,Pomacentridae,Planktivore,Reef,1,,,
Pomachromis_richardsoni,6,Pomacentridae,Planktivore,Reef,1,,,
Pomochromis_fuscidorsalis,6,Pomacentridae,Planktivore,Reef,1,,,
Priacanthus_arenatus,50,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Priacanthus_hamrur,45,Priacanthidae,Pisci-invertivore,Reef,1,,,
Priacanthus_meeki,33,Priacanthidae,Pisci-invertivore,Reef,1,,,
Priacanthus_sp,33,Priacanthidae,Pisci-invertivore,Reef,1,,,
Priolepis_eugenius,5.6,Gobiidae,Detritivore,Reef,1,,,
Priolepis_hipoliti,4,Gobiidae,Detritivore,Reef,1,,,
Prognathodes_aculeatus,10,Chaetodontidae,Micro-invertivore,Reef,1,,,
Pseudanthias_bartlettorum,9,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_bicolor,13,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_carburyi,12,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_cooperi,14,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_dispar,9.5,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_evansi,12,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_mooreanus,7.2,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_olivaceus,8.8,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_pascalus,20,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_squamipinnis,15,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_thompsoni,22,Serranidae,Planktivore,Reef,1,,,
Pseudanthias_tuka,12,Labridae,Planktivore,Reef,1,,,
Pseudanthias_ventralis,7,Serranidae,Planktivore,Reef,1,,,
Pseudobalistes_flavimarginatus,60,Balistidae,Macro-invertivore,Reef,1,,,
Pseudobalistes_fuscus,55,Balistidae,Macro-invertivore,Reef,1,,,
Pseudocaranx_dentex,122,Carangidae,Piscivore,Pelagic,0,,,
Pseudocheilinus_citrinus,6.6,Labridae,Micro-invertivore,Reef,1,,,
Pseudocheilinus_evanidus,9,Labridae,Micro-invertivore,Reef,1,,,
Pseudocheilinus_hexataenia,10,Labridae,Micro-invertivore,Reef,1,,,
Pseudocheilinus_octotaenia,14,Labridae,Micro-invertivore,Reef,1,,,
Pseudocheilinus_tetrataenia,7.5,Labridae,Micro-invertivore,Reef,1,,,
Pseudocoris_aurantiofasciata,20,Labridae,Planktivore,Reef,1,,,
Pseudocoris_heteroptera,20,Labridae,Planktivore,Reef,1,,,
Pseudocoris_yamashiroi,16,Labridae,Planktivore,Reef,1,,,
Pseudodax_moluccanus,30,Labridae,Micro-invertivore,Reef,1,,,
Pseudojuloides_atavai,13,Labridae,Micro-invertivore,Reef,1,,,
Pseudojuloides_cerasinus,12.3,Labridae,Micro-invertivore,Reef,1,,,
Pseudolabrus_fuentesi,16.5,Labridae,Micro-invertivore,Reef,1,,,
Pseudolabrus_fuentesi,16.5,Labridae,Micro-invertivore,Reef,1,,,
Pseudolabrus_semifasciatus,25,Labridae,Micro-invertivore,Reef,1,,,
Pseudopeneus_maculatus,30,Mullidae,Macro-invertivore,Reef,1,,,
Psilogobius_mainlandi,3.7,Gobiidae,Detritivore,Reef,1,,,
Pteragogus_cryptus,9.5,Labridae,Micro-invertivore,Reef,1,,,
Pteragogus_enneacanthus,15,Labridae,Micro-invertivore,Reef,1,,,
Ptereleotris_evides,14,Microdesmidae,Planktivore,Reef,1,,,
Ptereleotris_heteroptera,14,Microdesmidae,Planktivore,Reef,1,,,
Ptereleotris_microlepis,13,Microdesmidae,Planktivore,Reef,1,,,
Ptereleotris_zebra,12,Microdesmidae,Planktivore,Reef,1,,,
Pterocaesio _trilineata,20,Caesionidae,Planktivore,Pelagic,0,,,
Pterocaesio_lativittata,23,Caesionidae,Planktivore,Pelagic,0,,,
Pterocaesio_marri,35,Caesionidae,Planktivore,Pelagic,0,,,
Pterocaesio_pisang,21,Caesionidae,Planktivore,Pelagic,0,,,
Pterocaesio_tile,30,Caesionidae,Planktivore,Pelagic,0,,,
Pterocaesio_trilineata,20,Caesionidae,Planktivore,Pelagic,0,,,
Pterois_antennata,20,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Pterois_sp,20,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Pterois_sphex,22,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Pterois_volitans,38,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Pygoplites_diacanthus,25,Pomacanthidae,Spongivore,Reef,1,,,
Rastrelliger_kanagurta,38,Scombridae,Planktivore,Pelagic,0,,,
Rhinecanthus_aculeatus,30,Balistidae,Micro-invertivore,Reef,1,,,
Rhinecanthus_cinereus,16.5,Balistidae,Micro-invertivore,Reef,1,,,
Rhinecanthus_lunula,28,Balistidae,Micro-invertivore,Reef,1,,,
Rhinecanthus_rectangulus,30,Balistidae,Micro-invertivore,Reef,1,,,
Rypticus_saponaceus,35,Serranidae,Pisci-invertivore,Reef,1,,,
Sanopus_greenfieldorum,35,Batrachoididae,Piscivore,Reef,1,,,
Sargocentron_bullisi,13,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_caudimaculatum,25,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_diadema,17,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_ensifer,23,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_microstoma,20,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_punctatissimum,23,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_sp,20,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_spiniferum,51,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_tiere,33,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_vexillarium,18,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_wilhelmi,19.5,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentron_xantherythrum,17,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Sargocentrun_corsuscum,15,Holocentridae,Pisci-invertivore,Nocturnal,0,,,
Saurida_flamma,30.5,Synodontidae,Piscivore,Reef,1,,,
Saurida_gracilis,32,Synodontidae,Piscivore,Reef,1,,,
Scarus_altipinnis,60,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_altrilunula,60,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_caudofasciatus,50,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_chameleon,31,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_coelestinus,77,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_coeruleus,120,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_dimidiatus,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_dubius,35.6,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_falcipinnis,60,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_festivus,45,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_flavipectoralis,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_forsteni,55,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_forsteni,55,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_frenatus,47,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_frenatus,47,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_fuscocaudalis,25,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_ghobban,90,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_globiceps,27,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_guacamaia,120,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_iserti,35,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_japanensis,31,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_longipinnis,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_niger,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_oviceps,35,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_prasiognathos,70,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_psittacus,30,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_rivulatus,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_rubroviolaceus,70,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_scaber,37,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_schlegeli,40,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_sp,50,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_sp,50,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_sp,50,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_sp,50,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_spinus,30,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_taeniopterus,35,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_tricolor,26.6,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_vetula,61,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_viridifucatus,45,Scaridae,Excavator/scraper,Reef,1,,,
Scarus_xanthopleura,54,Scaridae,Excavator/scraper,Reef,1,,,
Scolopsis_bilineata,25,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_bilineata,25,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_ciliata,25,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_frenatus,26,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_lineata,25,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_lineata,25,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_margaritifera,28,Nemipteridae,Micro-invertivore,Reef,1,,,
Scolopsis_trilineatus,26,Nemipteridae,Micro-invertivore,Reef,1,,,
Scomberoides_lysan,110,Carangidae,Piscivore,Pelagic,0,,,
Scomberomorus_commerson,240,Scombridae,Piscivore,Pelagic,0,,,
Scomberomorus_regalis,183,Scombridae,Piscivore,Pelagic,0,,,
Scorpaena_grandicornis,30,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scorpaena_orgila,38,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scorpaena_plumieri,45,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scorpaenodes_caribbaeus,12,Scorpaenidae,Micro-invertivore,Reef,1,,,
Scorpaenodes_kelloggi,5,Scorpaenidae,Micro-invertivore,Reef,1,,,
Scorpaenodes_parvipinnis,14,Scorpaenidae,Micro-invertivore,Reef,1,,,
Scorpaenopsis_cacopsis,51,Scorpaenidae,Piscivore,Reef,1,,,
Scorpaenopsis_diabolus,30,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scorpaenopsis_oxycephala,36,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scorpaenopsis_sp,30,Scorpaenidae,Pisci-invertivore,Reef,1,,,
Scuticaria_tigrinus,120,Muraenidae,Piscivore,Reef,1,,,
Sebastapistes_coniorta,10,Scorpaenidae,Micro-invertivore,Reef,1,,,
Sebastapistes_cyanostigma,10,Scorpaenidae,Micro-invertivore,Reef,1,,,
Sebastapistes_sp,10,Scorpaenidae,Micro-invertivore,Reef,1,,,
Sectator_ocyurus,59,Kyphosidae,NA,Pelagic,0,,,
Selar_crumenophthalmus,70,Carangidae,NA,Pelagic,0,,,
Seriola_dumerili,190,Carangidae,Piscivore,Pelagic,0,,,
Serranus_baldwini,12,Serranidae,Pisci-invertivore,Reef,1,,,
Serranus_tabacarius,22,Serranidae,Pisci-invertivore,Reef,1,,,
Serranus_tigrinus,29,Serranidae,Macro-invertivore,Reef,1,,,
Serranus_tigrinus ,101,Serranidae,Macro-invertivore,Reef,1,,,
Serranus_tortugarum,8,Serranidae,Planktivore,Reef,1,,,
Siganus_argenteus,40,Siganidae,Grazer,Reef,1,,,
Siganus_corallinus,35,Siganidae,Grazer,Reef,1,,,
Siganus_doliatus,25,Siganidae,Grazer,Reef,1,,,
Siganus_guttatus,42,Siganidae,Grazer,Reef,1,,,
Siganus_lineatus,43,siganidae,Grazer,Reef,1,,,
Siganus_puelloides,31,Siganidae,Grazer,Reef,1,,,
Siganus_puellus,38,Siganidae,Grazer,Reef,1,,,
Siganus_punctatus,40,Siganidae,Grazer,Reef,1,,,
Siganus_spinus,28,Siganidae,Grazer,Reef,1,,,
Siganus_stellatus,40,Siganidae,Grazer,Reef,1,,,
Siganus_sutor,45,Siganidae,Grazer,Reef,1,,,
Siganus_uspi,24,Siganidae,Grazer,Reef,1,,,
Siganus_vulpinus,25,Siganidae,Grazer,Reef,1,,,
Sparisoma_atomarium,25,Scaridae,Excavator/scraper,Reef,1,,,
Sparisoma_aurofrenatum,28,Scaridae,Excavator/scraper,Reef,1,,,
Sparisoma_chrysopterum,46,Scaridae,Excavator/scraper,Reef,1,,,
Sparisoma_rubripinne,47.8,Scaridae,Excavator/scraper,Reef,1,,,
Sparisoma_rubripinne,47.8,Scaridae,Excavator/scraper,Reef,1,,,
Sparisoma_viride,64,Scaridae,Excavator/scraper,Reef,1,,,
Sphoeroides_sphengleri,30,Tetraodontidae,Macro-invertivore,Reef,1,,,
Sphyraena_barracuda,200,Sphyraenidae,Piscivore,Pelagic,0,,,
Sphyraena_helleri,80,Sphyraenidae,Piscivore,Pelagic,0,,,
Sphyraena_picudilla,61,Sphyraenidae,Piscivore,Pelagic,0,,,
Sphyraena_qenie,170,Sphyraenidae,Piscivore,Pelagic,0,,,
Sphyrna_lewini,430,Sphyrnidae,Piscivore,Pelagic,0,,,
Spratelloides_delicatulus,7,Clupeidae,NA,Pelagic,0,,,
Starksia_nanodes,2.2,Labrisomidae,Detritivore,Reef,1,,,
Stegastes_adustus,15,Pomacentridae,Grazer,Reef,1,,,
Stegastes_albifasciatus,13,Pomacentridae,Grazer,Reef,1,,,
Stegastes_apicalis,15,Pomacentridae,Grazer,Reef,1,,,
Stegastes_aureus,11,Pomacentridae,Grazer,Reef,1,,,
Stegastes_diencaeus,12.5,Pomacentridae,Grazer,Reef,1,,,
Stegastes_emeryi,10,Pomacentridae,Grazer,Reef,1,,,
Stegastes_fasciolatus,16.5,Pomacentridae,Grazer,Reef,1,,,
Stegastes_leucostictus,10,Pomacentridae,Grazer,Reef,1,,,
Stegastes_lividus,13,Pomacentridae,Grazer,Reef,1,,,
Stegastes_nigricans,14,Pomacentridae,Grazer,Reef,1,,,
Stegastes_partitus,10,Pomacentridae,Grazer,Reef,1,,,
Stegastes_planifrons,13,Pomacentridae,Grazer,Reef,1,,,
Stegastes_sp,13,Pomacentridae,Grazer,Reef,1,,,
Stegastes_variabilis,12.5,Pomacentridae,Grazer,Reef,1,,,
Stethojulis_albovittata,14,Labridae,Micro-invertivore,Reef,1,,,
Stethojulis_balteata,15,Labridae,Micro-invertivore,Reef,1,,,
Stethojulis_bandanensis,15,Labridae,Micro-invertivore,Reef,1,,,
Stethojulis_bandanensis,15,Labridae,Micro-invertivore,Reef,1,,,
Stethojulis_strigiventer,15,Labridae,Micro-invertivore,Reef,1,,,
Stethojulis_trilineata,15,Labridae,Micro-invertivore,Reef,1,,,
Strongylura_notata,61,Belonidae,Piscivore,Pelagic,0,,,
Sufflamen_bursa,25,Balistidae,Micro-invertivore,Reef,1,,,
Sufflamen_chrysopterum,30,Balistidae,Micro-invertivore,Reef,1,,,
Sufflamen_fraenatum,38,Balistidae,Micro-invertivore,Reef,1,,,
Sufflamen_fraenatus,38,Balistidae,Micro-invertivore,Reef,1,,,
Sufflamen_frenatus,38,Balistidae,Micro-invertivore,Reef,1,,,
Syacium_micrurum,40,Paralichthyidae,Micro-invertivore,Reef,1,,,
Synchiropus_stellatus,7.5,Callionymidae,Micro-invertivore,Reef,1,,,
Synodus_binotatus,18,Synodontidae,Piscivore,Reef,1,,,
Synodus_capricornis,21,Synodontidae,Piscivore,Reef,1,,,
Synodus_dermatogenys,24,Synodontidae,Piscivore,Reef,1,,,
Synodus_intermedius,46,Synodontidae,Piscivore,Reef,1,,,
Synodus_lobeli,23.4,Synodontidae,Piscivore,Reef,1,,,
Synodus_saurus,40,Synodontidae,Piscivore,Reef,1,,,
Synodus_sp,40,Synodontidae,Piscivore,Reef,1,,,
Synodus_sp,40,Synodontidae,Piscivore,Reef,1,,,
Synodus_ulae,30,Synodontidae,Piscivore,Reef,1,,,
Synodus_variegatus,40,Synodontidae,Piscivore,Reef,1,,,
Taenianotus_triacanthus,10,Scorpaenidae,Piscivore,Reef,1,,,
Taeniura_meyeni,330,Dasyatidae,Pisci-invertivore,Reef,1,,,
Thalassoma_amblycephalum,16,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_ballieui,39.5,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_bifasciatum,25,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_duperrey,28,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_duperrey,28,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_duperrey,28,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_hardwicke,20,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_hardwicke,20,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_hebraicum,23,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_heiseri,11.6,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_jansenii,20,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_jansenii,20,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_lunare,45,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_lutescens,30,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_purpureum,46,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_quinquevittatum,17,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_quinquevittatum,17,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_sp,35,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_sp,35,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_sp,35,Labridae,Micro-invertivore,Reef,1,,,
Thalassoma_trilobatum,30,Labridae,Micro-invertivore,Reef,1,,,
Thunnus_albacares,239,Scombridae,Piscivore,Pelagic,0,,,
Trachinocephalus_myops,40,Synodontidae,Piscivore,Reef,1,,,
Trachinotus_bailloni,60,Carangidae,Pisci-invertivore,Pelagic,0,,,
Trachinotus_bailloni,60,Carangidae,Pisci-invertivore,Pelagic,0,,,
Trachinotus_blochii,110,Carangidae,Pisci-invertivore,Pelagic,0,,,
Trachinotus_falcatus,122,Carangidae,Pisci-invertivore,Pelagic,0,,,
Trachinotus_sp,120,Carangidae,Pisci-invertivore,Pelagic,0,,,
Trachinotus_sp,120,Carangidae,Pisci-invertivore,Pelagic,0,,,
Triaenodon_obesus,213,Carcharhinidae,Piscivore,Unknown,0,,,
Tylosurus_crocodilus,150,Belonidae,Piscivore,Pelagic,0,,,
UNKNOWN_UNKNOWN,0,Labridae,NA,Unk,0,,,
UNKNOWN_UNKNOWN,0,Labridae,NA,Unk,0,,,
UNKNOWN_UNKNOWN,0,Labridae,NA,Unk,0,,,
UNKNOWN_UNKNOWN,0,Labridae,NA,Unk,0,,,
Upeneus_arge,36.5,Mullidae,Pisci-invertivore,Reef,1,,,
Upeneus_moluccensis,22,Mullidae,Pisci-invertivore,Reef,1,,,
Upeneus_moluccensis,22,Mullidae,Macro-invertivore,Reef,1,,,
Urolophus_jamaicensis,76,Urolophidae,Micro-invertivore,Reef,1,,,
Valenciennea_strigata,18,Gobiidae,Detritivore,Reef,1,,,
Variola_albimarginata,65,Serranidae,Piscivore,Reef,1,,,
Variola_louti,83,Serranidae,Piscivore,Reef,1,,,
Xanthichthys_auromarginatus,30,Balistidae,Planktivore,Reef,1,,,
Xanthichthys_caeruleolineatus,35,Balistidae,Planktivore,Reef,1,,,
Xanthichthys_mento,30,Balistidae,Planktivore,Reef,1,,,
Xyrichtys_aneitensis,24,Labridae,Micro-invertivore,Reef,1,,,
Xyrichtys_baldwini,20,Labridae,Micro-invertivore,Reef,1,,,
Xyrichtys_pavo,41,Labridae,Micro-invertivore,Reef,1,,,
Xyrichtys_umbrilatus,17.5,Labridae,Micro-invertivore,Reef,1,,,
Zanclus_cornutus,23,Zanclidae,Micro-invertivore,Reef,1,,,
Zebrasoma_desjardinii,40,Acanthuridae,Grazer,Reef,1,,,
Zebrasoma_flavescens,20,Acanthuridae,Grazer,Reef,1,,,
Zebrasoma_rostratum,21,Acanthuridae,Grazer,Reef,1,,,
Zebrasoma_scopas,40,Acanthuridae,Grazer,Reef,1,,,
Zebrasoma_sp,40,Acanthuridae,Grazer,Reef,1,,,
Zebrasoma_veliferum,40,Acanthuridae,Grazer,Reef,1,,,
